사업비용,사업시작일,사업종료일,사업개요,추진경위
556868,2010-01-04,2021-12-31," ㅇ 사업내용 : 영천～신경주 복선전철 건설사업   ㅇ 사업목적    - 경부선, 중앙선, 동해남부선 및 경부고속철도의 연계 철도망구축      으로 고속철도 수혜지역 확대    - 대구선 및 동해남부선 등과 연계철도망 구축을 통한 철도네트워크       구성    - 수송능력제고와 고속철도 이용권역 확대    - 지역주민의 교통편의 도모  ㅇ 총사업비 : 5,569억원(국고 100%)  ㅇ 사업기간 : 2010.01.04～2021.06.30  ㅇ 사업연장 : L=20.42km 복선전철  ㅇ 주요시설 : 교량11개소(2.210km), 터널 6개소(10.008km),                     토공 (8.202km), 정거장 1개소(아화)  ㅇ 선로용량 : 51회 ⇒ 89회/일,편도  ㅇ 설계속도 : 250km/h","* 누계공정율 ('19년 12월말 기준)    - 목표 69.9%/실적 66.1%(대비 94.6%)  * 추진경위  ㅇ 2001.06     : 대구선 동대구~경주간 복선전철화 건설사업                       예비타당성조사(B/C 1.01, 총사업비 5,451억)  ㅇ 2006.01     : 제4차 국토종합계획 수정계획 및 국가철도망 구축계획                       에 반영  ㅇ 2007.12     : 국가기간교통망 수정계획에 반영  ㅇ 2010.03     : 타당성조사 및 기본계획 착수  ㅇ 2011.04     : 제2차 국가철도망 구축계획에 반영  ㅇ 2011.11     : 타당성조사 및 기본계획 완료(B/C 1.16)  ㅇ 2012.06.12 : 기본계획 고시(국토해양부고시 제2011-295호)                       총사업비 6,808억  ㅇ 2015.06.03 : 1,2,3공구 노반공사 착수  ㅇ 2015.07.10 : 총사업비 변경 6,808억→7,242억(제2차,협의)  ㅇ 2015.07.15 : 사업실시계획 승인(국교부고시 제2015-440호)  ㅇ 2016.04.18 : 총사업비 변경 7,242억→4,893억(제3차,협의)  ㅇ 2016.06.23 : 사업실시계획 변경승인                       (제1차, 국토교통부고시 제2016-382호)  ㅇ 2016.12.20 : 총사업비 변경 4,893억→4,898억(제4차,자율)  ㅇ 2017.03.16 : 총사업비 변경 4,898억→5,183억(제5차,자율)  ㅇ 2017.07.13 : 총사업비 변경 5,183억→5,183억 / 2018년→2020년                       (제6차,협의조정,총사업비관리과-853)  ㅇ 2017.10.23 : 사업실시계획 변경승인                       (제2차, 국토교통부고시 제2017-682호)  ㅇ 2017.12.28 : 총사업비 변경 5,183억→5,265억(제7차,자율)  ㅇ 2018.04.12 : 사업실시계획 변경승인                       (제3차, 국토교통부고시 제2018-217호)  ㅇ 2018.08.15 : 총사업비 변경 5,265억→5,334억(제8차,협의)  ㅇ 2018.10.18 : 총사업비 변경 5,334억→5,374억(제9차,자율)  ㅇ 2018.10.24 : 총사업비 변경 5,374억→5,473억(제10차,자율)  ㅇ 2018.12.24 : 총사업비 변경 5,473억→5,665억(제11차,자율)  ㅇ 2019.03.13 : 총사업비 변경 5,665억→5,682억(제12차,자율)  ㅇ 2019.06.07 : 총사업비 변경 5,682억→5,682억(제13차,자율)  ㅇ 2019.07.30 : 총사업비 변경 5,682억→5,569억(제14차,자율)"
239860,2011-01-01,2015-12-31,"□ 사업개요   - (사업목적) 체계적인 성능검증을 통한 토목, 궤도, 신호 등 철도      핵심 분야 의 국제적인 기술경쟁력 확보를 위해 철도종합시험선로       구축   - (사업규모) 세종시 전동면, 충북 청원군 강외면 일원(L=12.990km)   - (사업기간) 2010~2019   - (사업비) 2,399억원  □ 사업효과   - 철도용품(신기술, 신제품 등)개발로 인한 국내 철도기술 향상 및 해     외 수출기반 마련, 건설 및 유지관리 비용 절감   - 철도기술 개발을 통한 국가의 전략적 신성장 동력 확보   - 경부고속철도 병행구간의 직선구간 노선연장을 확대, 시험선로의      최고운행속도를 향상하여 철도기술 경쟁력 확보 및 시험항목별 성능     검증 확보","○ 2009.03.06.  : 국내 철도용품/시스템 성능검증체계 검토 및 종합시험선로 구축필요성 검토 등을 위한 TFT 출범  ○ 2009.03.12.  : 철도종합시험선로 구축계획 검토 내부 방침  ○ 2009.03~6  : 국토해양부, 한국철도시설공단, 한국철도공사,                        한국철도기술연구원 4개 기관 합동 철도종합시험                        선로구축 검토 TFT 구성 및 운영  ○ 2009.12~8 : 예비타당성조사 착수 및 완료(B/C:0.806, AHP:0.517)  ○ 2010.12.30. : 제2차 철도안전종합계획, 종합시험선로 구축 포함  ○ 2011.04.04. : 제2차 국가철도망구축계획(국토해양부), 일반철도 기 시행중인 사업에 포함  ○ 2011.05.12. : 기본계획 착수  ○ 2011.05.30. : 제2차 철도산업발전기본계획(국토해양부), 일반철도 기 시행중인 사업에 포함  ○ 2012.11.07. : 타당성조사 및 기본계획 수립(B/C=1.280)  ○ 2013.05.09. : 기본설계 입찰 공고  ○ 2013.06.07. : 기본설계 착수(90일)  ○ 2013.10.18. : 철도종합시험선로 건설공사 실시설계 착수  ○ 2013.10.30. : 철도종합시험선로 건설공사 실시설계 착수보고  ○ 2014.01.17. : 시험항목 자문회의 시행  ○ 2014.03.17. : 설계기술자문회의 시행  ○ 2014.03.20.~04.02 : 설계VE(60%) 워크샵 시행  ○ 2014.05.19.~05.30 : 설계심사(90%)  ○ 2014.07.25. : 적격심의  ○ 2014.08 : 실시설계 완료  ○ 2014.  9. 23 : 철도종합시험선로 건설공사 계약  ○ 2015.02.11. : 발주계약(2차)  ○ 2015.10.12. : 사업실시계획 변경 승인  ○ 2018.12.18. : 사업실시계획 변경 승인(3차)"
4093938,2010-01-04,2018-12-31,"1. 사업내용  ○ 중앙선 도담~영천간 단선(172.6km) → 복선전철화(145.1km)   -주요시설 : 정거장7개소(도담,단양,풍기,영주,안동,의성,군위)                    신호장 3개소(신호장1,2,3)  2. 사업기간 및 사업비   ○ 사업기간 : 2010. 1 ~ 2022. 12    ○ 총사업비 : 4조 0,939억원   ○ 재원조달 : 국고 100%,  수탁   0% (기타 자체조달, 수탁)  3. 사업효과   ○ 중앙선 전철화 고속화를 통한 간선철도 기능 강화 및        열차고속화로 철도 경쟁력 향상     - 운행시간 : 청량리~영천 (L=339.3km) 4시간39분                                          ⇒ 1시간50분 (Δ2시간49분)       ※ 서울(청량리)~안동 1시간 15분     - 설계속도 250km(현재 80km/h)     - 설계속도 250km(현재 80km/h)"," о '10. 1 : 도담~영천 예비타당성조사 착수(KDI, 전남대)  о '10. 5 : 도담~영천 예비타당성조사 (B/C 0.80, AHP 0.557)  о '10. 9 : 타당성조사 및 기본계획 수립 착수   о '10.12.31 : 총사업비 승인 (최초 34,284억원)  о '11.10.05 : 총사업비(1차, 36,474억원)  о '11.11 : 기본계획(안) 관계기관협의  о '11.12 : 총사업비협의(기획재정부)  о '12. 4 : 기본계획 고시  о '12. 5 : 대형공사입찰방법 심의(국토부)  о '12. 11 : 기본 및 실시설계 착수(공단)  о '13. 11. 4 : 턴키공사 6공구 착공  о '14.  1. 10 : 턴키공사 1, 2공구 착공  о '14. 12. 29 : 턴키공사 11공구 착공  о '14. 12. 10 : 기본 및 실시설계 완료(도담~안동)  о '15.  1.  2 : 사업실시계획고시(국토해양부 고시 제2014_884)  о '15.  4. 30 : 기본 및 실시설계 완료(안동~영천)  о '15.  5. 28 : 기타공사 3, 4, 5공구 착공  о '15.  7. 13 : 신호설비 실시설계 착수(안동~영천)  о '15.  7. 14 : 신호설비 실시설계 착수(도담~안동)  о '15.  9.  2 : 총사업비( 2차 36,828억원)  о '15.  9.  9 : 총사업비( 3차 37,062억원)  о '15. 11.  2 : 기타공사 8~10, 12공구 착공  о '15. 11.  9 : 건설사업관리용역 착수(7·8, 9·10, 11·12공구)  о '15. 11.  9 : 노반신설 기타공사 7공구 착공  о '16.  1.  7 : 사업실시계획변경고시(국토해양부 고시 제2015-1106)  о '16.  3. 30 : 건설사업 실시계획 변경 승인(도담~영천)  о '16.  4. 26 : 총사업비( 4차 36,169억원)  о '16. 10. 17 : 총사업비( 5차 37,319억원)  о '16. 11. 25 : 건설사업 실시계획 변경 승인(도담~영천)  о '16. 12. 12 : 총사업비( 6차 37,114억원)                            ~   о '19. 04. 26 : 총사업비(17차 40,541억원)    о '19. 05. 25 : 건설사업 실시계획 변경 승인(사업기간 2년연장)  о '19. 11. 04 : 총사업비(18차 40,939억원)  "
882327,2010-01-04,2021-12-30," ㅇ 사업내용 : 장항선 개량 2단계 건설사업  ㅇ 사업목적    - 장항선 미개량구간의 개량으로 장항선 전구간 개량 완료에 따른        철도경쟁력 향상 및 충남 서부지역 철도네트워크 보완    - 서해안 지역의 철도 미수혜지역에 대한 고속철도 서비스 확대        및 서해선과 연계한 고속화 여객 서비스 제공    - 서해선, 전라선, 호남선 화물 수송로 확보 및 대중국 교역량 확대   ㅇ 총사업비 : 8,823억원  ㅇ 사업기간 : 2010～2024  ㅇ 사업연장 : L=32.2km  ㅇ 설계속도 : 250km/h  ㅇ 시설규모 : 복선노반 단선궤도(비전철) "," ㅇ 1999.12. : 국가기간교통망계획 반영(국토해양부)  ㅇ 2006.03. : 국가철도망구축계획 반영(국토해양부)  ㅇ 2006.05. : 장항선(온양온천～군산) 예비타당성조사                    (한국개발연구원)   B/C=0.63(총사업비 9,156억원)  ㅇ 2007.12. : 국가기간교통망 수정계획 반영(국토해양부)  ㅇ 2008.08. : 장항선 2단계 개량사업 예비타당성조사(한국개발연구원)                    B/C=0.92(총사업비 7,870억원), AHP=0.572  ㅇ 2010. 3 : 타당성조사 및 기본계획 착수  ㅇ 2011.04 : 제2차 국가철도망국축계획에 반영  ㅇ 2011.07 : 기본계획(안) 관계기관 협의   ㅇ 2011.10 : 총상업비 심의  ㅇ 2011.11 : 기본계획고시  ㅇ 2014.09 : 남포~간치 제2공구 노반 기본 및 실시설계용역 준공  ㅇ 2014.08 : 총사업비협의승인(남포~간치 노반 실시설계결과 반영)  ㅇ 2014.12 : IPS 개정(남포간치 노반 실시설계결과 반영)   ㅇ 2015.05 : 장항선개량 2단계(남포~간치) 철도건설사업 실시계획                   변경 승인  ㅇ 2018.12 : 장항선개량 2단계(남포~간치) 철도건설사업 실시계획                   변경 승인  ㅇ 2019.03 : 장항선개량 2단계(간치~남포) 궤도공사 착공  ㅇ 2019.04 : 장항선개량 2단계 웅천역사 신축공사 착공  ㅇ 2019.05 : 장항선개량 2단계(간치~남포) 통신공사 착공  ㅇ 2019.06 : 장항선개량 2단계(간치~대천) 전력공사 착공  ㅇ 2019.09 : 장항선개량 2단계(간치~남포) 신호공사 착공"
652672,2010-09-14,2024-12-31,"    가. 사업내용        용산~강남간 7.753km 복선전철 건설    나. 사업기간 : 2012∼2018(공사기간 : 착공일로부터 72개월)    다. 총투자비 : 13,212억원         (국고 5,148억원, 민자 7,980억원, 보상비 84억원)    라. 사업효과       용산, 강남 등의 서울도심과 신분당선(강남~광교) 구간과의         광역철도망 구축       수도권 남동부 지역과 서울 도심지역간 연결로 출퇴근시간         교통혼잡 완화 등 광역전철망의 효율개선","       '01.02～'01.07 : 신분당선(정자～용산) 예비타당성 조사(기예처)       '02.10        : 신분당선 복선전철 기본계획 완료 (철도청)       '08.04.23     : 사업제안서 접수       '10.02.26     : 제3자 제안공고       '10.08.30     : 우선협상대상자 선정[가칭, 새서울철도(주)]       '10.11.19~‘11.12.19 : 실시협약체결을 위한 협상추진                          (본협상 3회, 실무협상 23회)       '11.12.26    : 민간투자심의위원회 심의완료(기재부)"
223200,2010-01-05,2019-12-31," ○ 사업내용 : 울산신항 인입철도 9.3km 단선철도 건설  ○ 사업기간 : 2010∼2020년  ○ 총사업비 : 223,200백만원  ○ 건설계획 : 울산신항 개항(2015년)에 따른 신규 물동량 처리를 위해                     울산신항 인입철도와 연계 수송체계 구축 필요   ○ 사업효과      - 철도와 울산신항만을 연계한 일관 수송체계 구축      - 도로혼잡해소 및 물류비용절감 등으로 국가경쟁력 강화      - 동해남부선 연계를 통한 지역경제 활성화","  ○ ‘09.03 ~ ‘09.12 : 예비타당성 조사 (BC=0.91, AHP=0.51, KDI)  ○ ‘10.04 ~ ‘10.12 : 타당성조사 및 기본계획  ○ ‘10.12.22 : 총사업비 최초 및 1차 조정  ○ ‘11.03 ~ ‘12.12 : 노반 기본 및 실시설계 완료  ○ ‘12.11 ~ ‘13.05 : 전략환경영향평가 보고서 작성      * 12.10.27  처용암구간 교량화 조건부 승인에 따라 전략환경영향                      평가 시행  ○ ‘13.05 ~ ‘13.09.16 : 공유수면매립 기본계획 변경 고시      * 환경영향평가 본안 협의도 전략환경영향평가 완료 후 가능  ○ ‘13.10         : 해역이용협의      * 공유수면매립 기본계획 반영 후 해역이용협의 가능  ○ ‘13.11 ~ 14.03  : 환경영향평가 본안 협의      * 해역이용협의 완료 후 환경영향평가 협의 가능  ○ ‘14.02.27        : 총사업비 조정(2차)                           (사업기간 변경 '10~'16 →'10~'18)  ○ ‘14.03 ~ ‘14.07 : 사업실시계획 협의      * 해역이용협의 및 환경영향평가 협의 완료 후 사업실시계획         협의 가능  ○ ‘14.07.03       : 노반공사 계약체결  ○ '14.07.11      : 사업실시 계획승인(국교부 고시 제2014-411호)  ○ '15.06.01      : 사업 실시계획 변경승인(국교부 고시 제2015-341호)  ○ '17.07.13      : 총 사업비 기획예산처 승인                         (8차, 사업기간연장 '18년->'19년)   ○ '19.01.11      : 사업실시계획 변경 승인(사업기간 '19년->'20년)   ○ '19.06.07      : 총사업비 협의조정(사업기간 연장 '19년->'20년)"
169559,2010-01-05,2019-12-31,"○ 사업내용 : 신포항～포항영일만신항간 9.243km 단선철도 건설 ○ 사업기간 : 2010～2019년 ○ 총사업비 : 169,559백만원. ○ 사업효과      - 포항～삼척 철도건설사업 연계를 통한 철도수송 및 지역경제        활성화     - 포항영일만신항 인입철도와 연계한 일관수송체계 구축     - 영일만신항 배후수송수단 확보, 도로혼잡 해소 및 물류비 절감"," ○ ‘09. 3 ～ ‘09.12  : 예비타당성 조사 (B/C=0.76, AHP=0.50, KDI)  ○ ‘10. 4 ～ ‘10.12  : 타당성조사 및 기본계획 (B/C=0.85)  ○ ‘10.12. 7           : 기본계획 고시 (국토부 제2010-901호)  ○ ‘10.12.20          : 총사업비 최초 및 1차 조정  ○ ‘11. 3 ～ ‘12.12  : 노반 기본 및 실시설계 완료  ○ ‘13.07.08  : 총사업비 조정(2차)  ○ ‘13. 9. 2           : 사업실시계획 승인 (국교부 제2013-496호)  ○ ‘13. 9.25          : 노반공사 발주 (입찰공고)   ○ ‘13.12.11          : 노반공사 착공  ○ ‘15.01.27          : 사업 실시계획 변경승인 (국교부 제2015-38호)  ○ ‘16.03.03          : 사업 실시계획 변경승인 (국교부 제2016-86호)  ○ ‘18.03.22          : 총사업비 변경(사업기간 '18년 -> '19년)  ○ ‘18.07.13          : 사업 실시계획 변경승인 (국교부 제2018-423호)                             * 사업기간 '18년 -> '19년  ○ ‘19.12.18          : 포항영일만신항 인입철도 개통식"
303052,2010-01-04,2014-12-31,"가. 사업명 : 공항철도 연계시설 확충사업 나. 사업내용    - 서울역 연결통로: L= 0.3km, 공항철도 연결선터널: L= 2.2km       고양역〔장래〕～ 인천공항간 고속화 시스템개량: L= 45.1km       정거장 시설개량(검암. 인천국제공항) 다. 사업기간 : 2011년 ~ 2013.12 라. 총사업비 : 455,694백만원 마. 사업효과    - 공항철도 고속화 및 고속철도 운영으로 인천국제공항 위상 제고    - 고속철도 수혜지역 확대등 공항철도 활성화    - 공항철도의 고속화, 접근성 향상, 편의성 제고등 철도서비스 수준       향상 바. 추진경위    - 2009. 08 : 인천공항철도 활성화 방안 마련 (국토해양부)    - 2010. 10 : 예비타당성조사(B/C 0.93, AHP 0.502)    - 2010. 11 : 공항철도 연계시설 확충사업 기본계획 고시    - 2011. 04 : 실시설계 적격자 선정(T/K, 대림컨소시엄)    - 2011. 06 : 우선시공분 계약체결    - 2011. 07 : 공항철도 연계시설 확충사업 전면책임감리용역 착수    - 2011. 12 : 우선시공분 1차(150억원) 준공    - 2012. 01 : 사업실시계획 승인 요청(국토해양부)                      - 2012. 03 : 우선시공분 2차(262억원) 계약체결     - 2012. 03 : 실시설계 성과품 제출(공단)         * 설계심의 ‘12.04월 완료,        * ’12.05월 계약 및 본공사 착수 예정                     - 2011. 04 : 사업실시계획 승인(‘12.4.2)       * 개발제한구역 행위허가 승인 완료    - 2012. 05.18 : 실시계획 적격심의    - 2012. 06.22 : 본공사 계약 및 착공","○ 2012. 6월 추진현황  - 용지 매수 수용재결 추진 및 현안사항에 대해관계기관 이해·설득     하여 공단 방안으로 추진   - (고양시) 제2자유로는 굴착공법으로 추진, 시도 59호 이설은 지자      체 시행   - (인천공항공사) 공항역 시설개량은 본선 구조물 시설보강 후 철거       추진  * '12. 6월말 공정률 : 13.5%(계획 14.3% 대비 94.5%)"
18262,2011-04-19,2015-12-31," 1. 사업현황    가. 노 선 도     나. 사업내용        경인선 백운역 ～ 동암역 구간(백운역홈끝 ~백운초교간)  450m 선로상부 복개 및 조경시설 설치      다. 사업기간 : 2010년～2013년      라. 총사업비 : 18,847백만원      마. 사업효과        운역 일원 낙후되었던 지역의 도시환경을 자연과 공존하는 쾌적한 주거환경으로 개선하여 생태복원      바. 추진경위          2010. 7. 1 : 복개시설물 기부채납 조건으로 사업 승인(국토부)        2010.11.25 : 인천시와 위수탁 협약서 체결          * 백운역 일원 300m에 복개, 총사업비(18,847백만원)는 설계후 협의 시행         2011. 1.18 : 인천시에서 복개구간 연장 요청(300m→450m)        2011. 4.19 : 실시설계 착수(‘11.12.20준공)        2011. 11.15 : 인천시에서 용역일시중지 요청           * 사유 :백운역 일원 개발계획  연계 및 구조물 계획 재검토           2011. 11.28 : 용역 일시중지(‘12.6.29까지 기한연장)        2012. 03.20 : 실시설계 재착수    2. 사업내용      가. 사업구간 : 구기(현)16km665.00 ~  17km115.00                       L=0km450.00     나. 주요시설물 : 백운역 일원 450m 복개  ",  3. 사업비 투자계획     가. 연차별 투자실적 및 계획 (붙임참조)    나. 당해연도 예산편성 현황 (붙임참조)    4. 사업추진계획(일정별 목표)        - ‘12. 6월     : 실시설계 완료       - ’12년 하반기 : 공사착공       - ‘14. 상반기 : 공사 준공
3648,2011-10-13,2015-12-31,"0 사업목적 : 우리공단과 네오트랜스(주)가 공동으로 참여하는                  신분당선 연장(정자~광교) 복선전철 민간투자사업의                  사업관리를 효율적이고 체계적으로 수행하기 위함 0 사업시행자 : 경기철도(주) 0 공동계약자 : 한국철도시설공단, 네오트랜스(주) 0 용역기간 : 2011.8~2016.2(55개월) 0 용역규모 : 165억원(공단 50.6억원 30.6%)  ",0 '09.12.31 신분당선 연장(정자~광교) 복선전철 민간투자사업                실시협약 체결 0 '10.11.26 신분당선 연장구간 사업관리 참여계획(안) 수립 0 '11.04.26 신분당선 연장구간 사업관리 공동수급협정 체결                 (공단+네오트랜스) 0 '11.05.04 신분당선(정자~광교) 사업관리단 토건PM실                운영계획(안) 수립 0 '11.06.20 사업관리용역 수행제안서 제출                 (공단+네오트랜스->경기철도) 0 '11.08.30 사업관리용역 계약체결 0 '11.09.09 착수계 제출 0 '11.09.20 신분당선(정자~광교) 사업관리 수탁사업 신설
480626,2012-01-02,2020-12-31,  1. 사업현황     가. 노선도 : 붙임 참조    나. 사업내용 : 국가소유인 고속철도 시설자산에 대한 성능향상 개량    다. 사업기간 : 2012년 ～ 계속    라. 총사업비 : 계속    마. 사업효과 : 철도의 정상적인 영업활동 및 열차 안전운행 확보    바. 추진경위     ○ ‘01. 12 : 철도산업구조개혁기본계획 수립     ○ ‘03.  6 : 철도산업발전기본법등 2개 법령 제정     ○ ’04.  4 : 고속철도 1단계 구간(시흥~대구) 개통     ○ ’10. 11 : 고속철도21단계 구간(대구~부산) 개통     ○ ‘11.  2 : 광명역 고속열차(KTX) 탈선사고     ○ ‘11.  4 : KTX 안전강화 대책 발표(국토부)     ○ ‘11.  8 : 고속철도 개량사업 예산 편성     ○ ‘12.. 3 : 고속철도 개량사업 중기투자계획 수립    2. 사업내용     가. 사업구간 : 경부고속철도 전 구간    나. 주요시설물 : 고속철도 선로구조물건축물전력통신신호 시설물 ,  3. 사업비 투자계획     가. 연차별 투자실적 및 계획 (붙임 사업개요서 참조)    나. 당해연도 예산편성 현황(붙임 사업개요서 참조)    4. 사업추진계획 (일정별 목표)      ○ 고속철도시설개량의 지속적 시행으로 KTX탈선사고 등과 같은 사고 재발방지         및 최적의 열차운행환경 조성 
69700,2013-05-29,2017-12-29,"   ○ 위    치 : 서울특별시 강서구 마곡동 373-5번지 일원    ○ 공사기간 :        - 공사 : 16년 07월 18일 ~ 18년 01월 08일       - 감리 : 16년 06월 28일 ~ 18년 02월 27일    ○ 사업비 : 총사업비 697억    ○ 사업기간 : 2016.05 ~ 2017.12.    ○ 공사규모       - 지하역사마감 : 지하 3층, 연면적 : 12,283.87㎡       - 정거장 부속구조물 골조 및 내부마감        ※ 부속 구조물             정거장 환기구 4개소, 본선 환기구 2개소            특별피난계단 2개소            환승통로 1개소(L=67m, W=7.8m)            외부출입구 3개소(E/S 3개소, E/V 2개소), 연결통로 1개소            화장실(정화조 포함) 1개소   ","   ○ ‘14.11  : 위·수탁협약서체결(서울특별시,철도공단,공항철도)   ○ ’16.05  : 마곡역 건설사업 실시계획 승인   ○ '16.07.15 : 역사 신축공사(건축,기계,토목) 계약    ○ ‘16.07.18 : 역사 신축공사 착공   ○ ‘17.09   : 역사 개통예정   ○ ‘18.01.08 : 공사준공예정"
105297,2015-01-16,2018-12-28,"□ 사업목적 : 2018년 평창동계올림픽 철도수송 인프라 개선을 위한                   기존선   고속화 및 시설개량으로 성공적 대회개최 지원 □ 사업내용 : 중앙선 청량리~서원주(86.4km) 고속화, 경원선(12.7km)                   신경의선(9.3km) 시설개량 □ 사업기간 : 2014년∼2018년 □ 총사업비 : 105,300백만원 (시설개량비 28,000백만원 별도)   - 1차 협의조정('16.07) :133,597백만원(감203억원)   - 2차 자율조정('16.08) :125,044백만원(감85.53억원)   - 3차 자율조정('17.04) : 110,683백만원(143.61억원)   - 4차 자율조정('17.12) : 105,300백만원(53.83억원)  ","□ 추진경위    ○ 2011.07 : 2018년도 동계올림픽 개최지“ 평창 ”결정    ○ 2014.05 : 예비타당성조사 착수   ○ 2014.11 : 예비타당성조사결과 통보(기재부, B/C=1.42, 1,539억원)   ○ 2014.12~2015.10 : 1단계 우선발주분(청량리, 망우역구내)분야별                                   실시설계 완료   ○ 2015.11.06 : 1단계 우선발주분(청량리 및 망우역구내) 공사 착공   ○ 2016.02~04 : 고속화 구간 전분야 공사발주 완료   ○ 2016.05 : 공사 착공   ○ 2016.06.22 : 사업실시계획승인(철도건설과-1787호)                        국토교통부고시 제2016-361호   ○ 2016.07 : 총사업비 변경(감 203억원, 협의조정)   ○ 2016.07.24 : 관리기준공정표(IPS) 제정   ○ 2016.08.10 : 총사업비 변경(감 85.53억원, 자율조정)   ○ 2017.04 : 총사업비 변경(감 143.61억원, 자율)   ○ 2017.12 : 총사업비 변경(감 53.83억원, 자율)   ○ 2017.12 : 사업실시계획 변경(2017.12.31>2018.03.31)"
230745,2016-01-06,2022-12-31,"   가. 사업내용      - 계룡~신탄진간 35.35km, 정거장 12개소       * 기존선활용(25.38km), 복선신설(4.15km), 단선신설(5.82km)       * 신설역 6개소, 개량 6개소   나. 사업기간      - 2015.01월 ~ 2023.12월   다. 총사업비      - 2,307억원(국비70%, 지방비30%)       * 차량구입비 240억원(국비30%, 지방비50%)       * 오정역(143억원), 용두역(384억원) : 대전시 100%분담   라. 사업효과      - 대전을 포함한 충청권 광역연계 철도망 구축을 통한 거점도시간        접근성 향상      - 대중교통 서비스 개선 및 이용률 제고       - 지속가능한 녹색교통수단의 효율적인 이용을 도모","   - ´08.09 : 충청권 광역철도 기본구상    - ´09.02 : 충청권철도 추진 대정부건의(대전, 충청권)    - ´11.04 : 제2차 국가철도망구축계획 반영 고시(국토부)    - ´13.05~´13.11 : 사전조사 용역(B/C 0.88, 공단)    - ´14.04~´15.11 : 예비타당성 조사 시행(B/C 0.95, AHP 0.513, KDI)    - ´16.03~´18.12 : 타당성조사 및 기본계획 수립(국토부)    - ´18. 12. : 충청권 광역철도 1단계(계룡~신탄진) 기본계획 고시                    (국토부 2018-803호)"
821694,2016-01-06,2022-12-30,"ㅇ사업목적   - 경부선 천안~조치원 구간의 2복선 전철화로 경부선 용량해소 및      충북선 조치원~청주공항간 시설개량   - 수도권과 청주공항의 직접연계를 통한 청주공항 이용 편의성 증대       및 충청권중부내륙권 지역개발 촉진효과 제고  ㅇ사업구간 : 천안~청주공항 복선전철 59.0km   - 경부선 천안~서창간 32.2km 2복선 신설   - 충북선 오송~청주공항간 26.8km 중 3.6km 개량   - 정거장 6개소     * 기존역 활용(천안, 전의, 오송), 신설역(서창, 북청주),        이설역(청주공항역) ","ㅇ 설계VE(2018.7.19~7.20) ㅇ 설계자문위원회(2018.8월, 2018.10월) ㅇ 주민공람/공고 및 주민설명회   - 10.17 천안시, 10.18 세종시, 10.19 청주시 ㅇ 기본설계 인터페이스(60%) 협의완료(2018.11.30) ㅇ 관계기관 협의시행(노선, 구조물계획) ㅇ 설계검사점(Hold Point) 제도 시행 : 총29건 중 23건 승인 ㅇ 차수(1차) 준공시행(2018.12.31)"
