계약명,계약차수,공정년월,월공정계획율(퍼센트),월공정실적율(퍼센트),보고번호,계약체결일자,계약금액(원),착공일자,준공일자
목포신항안벽(2단계)가호안축조(3차)공사,3,2006-08-01,94.88,93.75,3002972,2006-12-21,4907754000,2006-01-20,2006-12-29
목포신항안벽(2단계)가호안축조(3차)공사,3,2006-10-01,98.33,99.02,3002971,2006-12-21,4907754000,2006-01-20,2006-12-29
목포신항안벽(2단계)가호안축조(3차)공사,3,2006-09-01,96.24,96.47,3002970,2006-12-21,4907754000,2006-01-20,2006-12-29
팽목항 건설공사 전면책임감리용역,2,2009-03-01,25,25,3002969,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-02-01,11.2,11.2,3002968,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-04-01,33.3,33.3,3002967,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-05-01,41.6,41.6,3002966,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-06-01,50,50,3002965,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-08-01,66.6,66.6,3002964,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-07-01,58.3,58.3,3002963,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-09-01,75,75,3002962,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-10-01,83.3,83.3,3002961,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사 전면책임감리용역,2,2009-01-01,2.5,2.5,3002960,2009-01-21,500000000,2009-01-23,2010-01-18
팽목항 건설공사,2,2009-02-01,13.43,7.19,3002959,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-05-01,42.08,45.68,3002958,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-03-01,32.76,23.6,3002957,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-07-01,42.46,64.97,3002956,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-06-01,42.33,54.94,3002955,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-04-01,38.69,38.53,3002954,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-10-01,73.29,76.96,3002953,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-09-01,50.64,86.95,3002952,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-08-01,43.94,75.92,3002951,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사,2,2009-01-01,0.6,1.67,3002950,2008-12-29,7050000000,2008-12-31,2009-12-26
팽목항 건설공사(1차),1,2008-09-01,11.4,9.7,3002949,2008-06-05,5613000000,2008-06-30,2009-06-25
대흑산도항 정비공사,2,2007-09-01,86,94.5,3002948,2007-01-29,1500000000,2007-02-05,2007-11-02
완도항물양장개축(8차)공사,8,2006-03-01,27,6,3002863,2006-12-29,2184000000,2006-02-08,2007-01-04
대흑산도항 정비공사,2,2007-08-01,80.4,89,3002947,2007-01-29,1500000000,2007-02-05,2007-11-02
대흑산도항 정비공사,2,2007-07-01,58.1,78,3002946,2007-01-29,1500000000,2007-02-05,2007-11-02
대흑산도항 정비공사,2,2007-06-01,0,67,3002945,2007-01-29,1500000000,2007-02-05,2007-11-02
완도항해경부두축조기본및실시설계용역,1,2006-07-01,56.4,37.2,3002857,2006-03-23,262600000,2006-03-23,2007-01-22
대흑산도항 정비공사,2,2007-10-01,100,100,3002944,2007-01-29,1500000000,2007-02-05,2007-11-02
대흑산도항 정비공사,2,2007-02-01,0,26,3002943,2007-01-29,1500000000,2007-02-05,2007-11-02
대흑산도항 정비공사,2,2007-03-01,0,52,3002942,2007-01-29,1500000000,2007-02-05,2007-11-02
홍도항여객터미널 기본및실시설계용역,1,2007-09-01,75.3,92.7,3002941,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-10-01,81.9,92.7,3002940,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-08-01,68.8,92.7,3002939,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-11-01,94.9,97.9,3002938,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-07-01,68.3,92.7,3002937,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-06-01,68.2,92.7,3002936,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-05-01,64.6,92.7,3002935,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2007-01-01,61.8,80.7,3002934,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-12-01,57,73.7,3002933,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-10-01,15.2,16.2,3002932,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-08-01,15.3,16.8,3002931,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-07-01,12.7,12.8,3002930,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-06-01,3.9,3.9,3002929,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항여객터미널 기본및실시설계용역,1,2006-09-01,13.5,14.5,3002928,2006-06-07,351100000,2006-06-16,2007-04-15
홍도항건설(4차)공사,4,2007-09-01,100,100,3002927,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-07-01,66.5,73.5,3002926,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-06-01,51.7,62.8,3002925,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-05-01,42.12,51.6,3002924,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-04-01,35.5,39.5,3002923,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-03-01,24.7,23.4,3002922,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(4차)공사,4,2007-02-01,11.1,9.3,3002921,2007-01-24,5867500000,2007-01-26,2007-09-23
홍도항건설(3차)공사,3,2006-12-01,100,100,3002920,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-11-01,97.9,97.8,3002919,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-08-01,384.9,345.12,3002918,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-07-01,292.5,262.92,3002917,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-06-01,213.8,185.02,3002916,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-05-01,142.6,116.52,3002915,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-04-01,71.1,65.02,3002914,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-03-01,27.9,26.22,3002913,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-02-01,3.2,7.74,3002912,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설(3차)공사,3,2006-09-01,95.2,85.6,3002911,2006-01-25,9389000000,2006-01-25,2006-12-21
홍도항건설공사 전면책임감리(4차)용역,4,2007-07-01,75.6,75.6,3002910,2007-01-26,403000000,2007-01-26,2007-10-01
홍도항건설공사 전면책임감리(4차)용역,4,2007-06-01,64.6,64.6,3002909,2007-01-26,403000000,2007-01-26,2007-10-01
홍도항건설공사 전면책임감리(4차)용역,4,2007-04-01,42.5,42.5,3002908,2007-01-26,403000000,2007-01-26,2007-10-01
홍도항건설공사 전면책임감리(4차)용역,4,2007-05-01,53.5,53.5,3002907,2007-01-26,403000000,2007-01-26,2007-10-01
홍도항건설공사 전면책임감리용역(3차),3,2006-12-01,100,100,3002906,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-11-01,93.1,93.1,3002905,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-10-01,85.6,85.6,3002904,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-08-01,70.4,70.4,3002903,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-07-01,88.02,88.02,3002902,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-06-01,74.77,74.77,3002901,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-05-01,61.57,61.57,3002900,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-04-01,48.4,48.4,3002899,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-03-01,35.39,35.39,3002898,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-02-01,23.15,23.15,3002897,2006-01-24,570400000,2006-01-24,2006-12-23
홍도항건설공사 전면책임감리용역(3차),3,2006-09-01,78,78,3002896,2006-01-24,570400000,2006-01-24,2006-12-23
완도항 물양장 개축공사 전면책임감리용역,1,2007-08-01,85.8,85.8,3002895,2007-04-19,211750000,2007-04-23,2007-09-20
완도항 물양장 개축공사 전면책임감리용역,1,2007-07-01,66,66,3002894,2007-04-19,211750000,2007-04-23,2007-09-20
완도항 물양장 개축공사 전면책임감리용역,1,2007-06-01,46,46,3002893,2007-04-19,211750000,2007-04-23,2007-09-20
완도항 물양장 개축공사 전면책임감리용역,1,2007-04-01,6.5,6.5,3002892,2007-04-19,211750000,2007-04-23,2007-09-20
완도항 물양장 개축공사 전면책임감리용역,1,2007-05-01,26.2,26.2,3002891,2007-04-19,211750000,2007-04-23,2007-09-20
완도항 제2물양장 보강공사,1,2006-09-01,37.9,27.7,3002890,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2006-08-01,4.33,4,3002889,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2007-04-01,100,84.7,3002888,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2007-03-01,91.7,74.9,3002887,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2007-02-01,88,65.4,3002886,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2007-01-01,70.7,56.4,3002885,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2006-12-01,56.9,55,3002884,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2006-11-01,41.3,44.1,3002883,2006-06-21,956022290,2006-06-21,2007-06-20
완도항 제2물양장 보강공사,1,2006-10-01,40.5,38.7,3002882,2006-06-21,956022290,2006-06-21,2007-06-20
2007 완도항 유지준설 공사,1,2007-08-01,52.99,40.8,3002881,2007-11-27,4780000000,2007-05-07,2008-01-02
2007 완도항 유지준설 공사,1,2007-07-01,24,24,3002880,2007-11-27,4780000000,2007-05-07,2008-01-02
2007 완도항 유지준설 공사,1,2007-06-01,6.75,7.2,3002879,2007-11-27,4780000000,2007-05-07,2008-01-02
2007 완도항 유지준설 공사,1,2007-09-01,78.21,57.6,3002878,2007-11-27,4780000000,2007-05-07,2008-01-02
2007 완도항 유지준설 공사,1,2007-10-01,90.58,74.1,3002877,2007-11-27,4780000000,2007-05-07,2008-01-02
완도항물양장개축(9차)공사,9,2007-08-01,98.9,98.8,3002876,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(9차)공사,9,2007-07-01,94.3,71.4,3002875,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(9차)공사,9,2007-06-01,79,47.1,3002874,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(9차)공사,9,2007-02-01,12.3,2.5,3002872,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(9차)공사,9,2007-05-01,61.9,28.8,3002871,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(9차)공사,9,2007-04-01,50.6,16.7,3002870,2007-01-30,1600000000,2007-02-05,2007-09-13
완도항물양장개축(8차)공사,8,2006-10-01,62.2,67.7,3002869,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-05-01,43.6,20,3002868,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-06-01,44.3,30,3002867,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-07-01,44.3,40,3002866,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-04-01,37.3,12,3002865,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-02-01,15.8,2,3002864,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-08-01,44.32,47.7,3002862,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항물양장개축(8차)공사,8,2006-09-01,52.7,57.7,3002861,2006-12-29,2184000000,2006-02-08,2007-01-04
완도항해경부두축조기본및실시설계용역,1,2006-11-01,96,66.2,3002860,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-10-01,80,70.1,3002859,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-08-01,65.8,46.6,3002858,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-06-01,44,23.1,3002856,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-05-01,42.5,15.7,3002855,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-04-01,7.5,7.5,3002854,2006-03-23,262600000,2006-03-23,2007-01-22
완도항해경부두축조기본및실시설계용역,1,2006-09-01,77.7,57.5,3002853,2006-03-23,262600000,2006-03-23,2007-01-22
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-04-01,59.4,59.4,3002852,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-05-01,74,74,3002851,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-06-01,87.5,87.5,3002850,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-07-01,58.6,58.6,3002849,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-01-01,17.4,17.4,3002848,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-02-01,30.5,30.5,3002847,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-03-01,45.1,45.1,3002846,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 전면책임감리용역(3차),3,2006-08-01,70.6,70.6,3002845,2006-07-25,322600000,2006-01-23,2006-12-29
완도항남방파제축조공사 환경영향조사용역(2차),2,2006-09-01,75,75,3002844,2006-08-29,96000000,2006-01-31,2006-11-30
완도항남방파제축조공사 환경영향조사용역(2차),2,2006-07-01,67.17,67.17,3002843,2006-08-29,96000000,2006-01-31,2006-11-30
완도항남방파제축조공사 환경영향조사용역(2차),2,2006-03-01,34.34,34.34,3002842,2006-08-29,96000000,2006-01-31,2006-11-30
완도항남방파제축조(3차)공사,3,2006-08-01,70.4,69.7,3002841,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-05-01,48.65,50,3002840,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-06-01,64.51,68,3002839,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-07-01,74.81,83,3002838,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-04-01,33.97,37,3002837,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-02-01,12.06,12,3002836,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-03-01,23.4,24,3002835,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-01-01,0,0,3002834,2006-08-24,3743119970,2006-01-25,2006-11-06
완도항남방파제축조(3차)공사,3,2006-09-01,87.25,83.8,3002833,2006-08-24,3743119970,2006-01-25,2006-11-06
목포항 카페리부두 육전시설(AMP) 설치공사 전기감리용역,1,2012-08-01,88.9,88.9,3002832,2012-04-30,58433000,2012-05-03,2012-09-19
목포항 카페리부두 육전시설(AMP) 설치공사 전기감리용역,1,2012-07-01,66.7,66.7,3002831,2012-04-30,58433000,2012-05-03,2012-09-19
목포항 카페리부두 육전시설(AMP) 설치공사 전기감리용역,1,2012-06-01,44.4,44.4,3002830,2012-04-30,58433000,2012-05-03,2012-09-19
목포항 카페리부두 육전시설(AMP) 설치공사 전기감리용역,1,2012-05-01,22.2,22.2,3002829,2012-04-30,58433000,2012-05-03,2012-09-19
목포항 카페리부두 육전시설(AMP) 설치공사 전기감리용역,1,2012-09-01,100,100,3002828,2012-04-30,58433000,2012-05-03,2012-09-19
목포남항 관공선 등 계류시설 축조공사,1,2012-08-01,3.76,14.23,3002819,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-07-01,2.6,5.3,3002818,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-12-01,100,95.07,3002817,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-06-01,0.21,0.21,3002816,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-11-01,80.83,76.72,3002815,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-10-01,54.65,56.86,3002814,2012-09-10,4597289000,2012-05-16,2012-12-31
목포남항 관공선 등 계류시설 축조공사,1,2012-09-01,27.45,41.87,3002813,2012-09-10,4597289000,2012-05-16,2012-12-31
목포북항 친수문화공간 조성공사,1,2012-10-01,58.1,66.37,3002808,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-09-01,41.5,44.78,3002807,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-08-01,22.45,22.25,3002806,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-07-01,13.86,13.15,3002805,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-12-01,100,100,3002804,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-06-01,7.28,7.08,3002803,2012-04-16,2000000000,2012-04-18,2012-12-13
목포북항 친수문화공간 조성공사,1,2012-11-01,68.05,86.65,3002802,2012-04-16,2000000000,2012-04-18,2012-12-13
목포남항 계류시설 이설공사,1,2012-08-01,75,73,3002801,2012-11-16,1154500000,2012-04-16,2012-12-21
목포남항 계류시설 이설공사,1,2012-07-01,0,0,3002800,2012-11-16,1154500000,2012-04-16,2012-12-21
2012 목포항 진입항로 준설공사,1,2012-04-01,3.71,4.6,3002799,2012-08-30,4450000000,2012-03-23,2012-09-17
2012 목포항 진입항로 준설공사,1,2012-05-01,18.1,28.1,3002798,2012-08-30,4450000000,2012-03-23,2012-09-17
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-05-01,46.33,46.33,3002790,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-09-01,77.05,77.05,3002789,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-08-01,69.66,69.66,3002788,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-07-01,62.27,62.27,3002787,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-12-01,100,100,3002786,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-10-01,84.44,84.44,3002785,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 해경어업지도선부두 축조공사 사후환경영향조사용역(1차),1,2012-06-01,54.11,54.11,3002784,2012-03-06,50000000,2012-03-08,2012-11-26
목포항 부잔교시설 유지점검용역,1,2012-04-01,25.2,25.2,3002783,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-01-01,8.4,8.4,3002782,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-09-01,75.6,75.6,3002781,2012-10-05,44293000,2012-01-26,2012-12-27
목포북항 물양장 축조공사(2차),2,2006-11-01,70.95,99.1,3002417,2004-04-16,3936840000,2005-12-28,2006-12-28
목포항 부잔교시설 유지점검용역,1,2012-03-01,25.2,25.2,3002780,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-06-01,50.4,50.4,3002779,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-12-01,100,100,3002778,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-02-01,16.8,16.8,3002777,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-11-01,92,92,3002776,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-05-01,42,42,3002775,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 부잔교시설 유지점검용역,1,2012-10-01,84,84,3002774,2012-10-05,44293000,2012-01-26,2012-12-27
목포항 대불부두 물양장 보수보강공사 실시설계용역,1,2011-11-01,50,50,3002773,2011-11-04,42100700,2011-11-07,2011-12-29
목포항 항만시설 보수보강공사,1,2011-09-01,92.99,97.1,3002772,2011-10-04,442609000,2011-04-15,2011-11-02
목포항 항만시설 보수보강공사,1,2011-08-01,87.47,96.1,3002771,2011-10-04,442609000,2011-04-15,2011-11-02
목포항 항만시설 보수보강공사,1,2011-07-01,68.31,74.86,3002770,2011-10-04,442609000,2011-04-15,2011-11-02
목포항 항만시설 보수보강공사,1,2011-06-01,58.17,27.7,3002769,2011-10-04,442609000,2011-04-15,2011-11-02
목포항 항만시설 보수보강공사,1,2011-05-01,6.9,6.23,3002768,2011-10-04,442609000,2011-04-15,2011-11-02
목포북항 배후부지 조성공사,1,2012-04-01,98.1,97.8,3002758,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사,1,2012-03-01,92.496,83,3002757,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사,1,2012-02-01,73.45,66.8,3002756,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사,1,2012-01-01,60.352,51.6,3002755,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사,1,2011-12-01,51.552,37.7,3002754,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사,1,2011-11-01,19.365,21.5,3002753,2012-04-24,10715000000,2011-06-29,2012-05-14
목포북항 배후부지 조성공사 환경영향조사용역,1,2011-11-01,90.69,70.81,3002741,2011-07-20,80000000,2011-06-27,2011-12-22
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-12-01,100,100,3002740,2011-06-23,42800000,2011-06-27,2011-12-21
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-07-01,13,15,3002739,2011-06-23,42800000,2011-06-27,2011-12-21
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-11-01,83,90,3002738,2011-06-23,42800000,2011-06-27,2011-12-21
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-10-01,58,65,3002737,2011-06-23,42800000,2011-06-27,2011-12-21
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-09-01,38,45,3002736,2011-06-23,42800000,2011-06-27,2011-12-21
목포남항 관공선 등 계류시설 기본 및 실시설계 경제성 검토(설계VE)용역,1,2011-08-01,28,30,3002735,2011-06-23,42800000,2011-06-27,2011-12-21
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2012-01-01,98,98,3002722,2011-04-18,400000000,2011-04-18,2012-02-07
도장항건설공사 사후환경영향조사 용역,1,2006-04-01,27,27,3003325,2006-02-15,48751000,2006-02-21,2006-12-27
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-12-01,89.3,89.3,3002721,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-07-01,29.8,29.8,3002720,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-10-01,65.5,65.5,3002719,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-11-01,77.4,77.4,3002718,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-06-01,19.8,19.8,3002717,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-05-01,11.5,11.5,3002716,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-04-01,3.3,3.3,3002715,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-09-01,53.5,53.5,3002714,2011-04-18,400000000,2011-04-18,2012-02-07
목포북항 배후부지 조성공사 전면책임감리용역(1차),1,2011-08-01,41.8,41.8,3002713,2011-04-18,400000000,2011-04-18,2012-02-07
목포항 카페리부두 육전시설(AMP) 실시설계용역,1,2011-06-01,89.7,88.3,3002712,2011-03-15,44398000,2011-03-17,2011-07-14
목포항 카페리부두 육전시설(AMP) 실시설계용역,1,2011-05-01,69.7,63.3,3002711,2011-03-15,44398000,2011-03-17,2011-07-14
목포항 카페리부두 육전시설(AMP) 실시설계용역,1,2011-04-01,73,75,3002710,2011-03-15,44398000,2011-03-17,2011-07-14
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-07-01,46.13,45.68,3002709,2011-07-01,384900000,2011-04-07,2011-12-02
